vol	pk	idx	token	fix
production-1869-70	86	31.12	saprien	sapien
production-1869-70	86	32.13	depn	dep
production-1869-70	87	1.5	moptb	month
production-1869-70	87	2.0	anttor	antor
production-1869-70	87	15.6	ferringe	ferriage
production-1869-70	87	16.10	wilbin	within
production-1869-70	87	38.0	seorron	section
production-1869-70	88	17.0	wosterly	westerly
production-1869-70	88	19.8	merent	merest
production-1869-70	88	20.13	firthei	further
production-1869-70	88	23.10	offoct	effect
production-1869-70	88	44.13	onetty	netty
production-1869-70	89	5.0	fucond	second
production-1869-70	89	18.0	pwinted	printed
production-1869-70	89	24.2	clocted	elected
production-1869-70	89	46.0	aosng	among
production-1869-70	90	1.11	riaie	rate
production-1869-70	90	37.0	uftor	after
production-1869-70	90	40.2	junrs	funds
production-1869-70	90	44.0	szorion	section
production-1869-70	92	24.10	seyster	system
production-1869-70	92	30.12	cnpons	coupons
production-1869-70	92	43.0	ifany	if any
production-1869-70	93	16.7	interestand	interest and
production-1869-70	93	23.0	wwwit	writ
production-1869-70	94	0.1	beasion	session
production-1869-70	94	9.10	onicers	officers
production-1869-70	95	8.1	srorron	section
production-1869-70	95	45.0	trtew	trew
production-1869-70	96	6.0	jovy	levy
production-1869-70	96	9.11	senr	year
production-1869-70	96	36.10	compenre	compensate
production-1869-70	96	49.0	cightcen	eighteen
production-1869-70	97	2.4	mecms	means
production-1869-70	99	14.0	apniea	apnea
production-1869-70	100	8.12	compuma	compute
production-1869-70	101	44.0	commieim	commission
production-1869-70	102	34.11	warmnt	warrant
production-1869-70	103	31.0	lioliter	loiter
production-1869-70	105	21.0	agveo	agree
production-1869-70	105	31.1	withta	with
production-1869-70	105	43.0	neide	neither
production-1869-70	106	50.9	papticate	duplicate
production-1869-70	107	46.2	deerce	decree
production-1869-70	108	28.10	peasation	cessation
production-1869-70	108	35.12	enigirer	enquirer
production-1869-70	110	36.10	ievya	levy
production-1869-70	111	15.0	tennafer	transfer
production-1869-70	112	24.0	szorion	section
production-1869-70	113	17.0	neldia	media
production-1869-70	113	27.0	hjty	NONE
production-1869-70	114	16.9	siski	siskiyou
production-1869-70	115	28.5	rpectaclo	spectacle
production-1869-70	115	39.0	versip	versio
production-1869-70	116	28.10	courotier	courtier
production-1869-70	116	41.0	szorion	section
production-1869-70	117	1.0	furaishing	furnishing
production-1869-70	118	3.5	offoct	effect
production-1869-70	118	15.9	taxce	taxes
production-1869-70	119	33.0	gunrt	court
production-1869-70	120	30.10	mruish	furnish
production-1869-70	121	40.0	suaries	salaries
production-1869-70	121	42.0	ohrk	clerk
production-1869-70	121	51.0	zratices	practices
production-1869-70	121	52.2	feaco	peace
production-1869-70	124	3.9	xoticos	notices
production-1869-70	124	11.12	cianse	clause
production-1869-70	124	33.10	attow	allow
production-1869-70	125	22.0	miiun	million
production-1869-70	126	43.3	proofded	provided
production-1869-70	127	24.0	bursod	burned
production-1869-70	127	32.0	numio	NONE
production-1869-70	127	32.1	sxorton	section
production-1869-70	127	33.0	egulved	evolved
production-1869-70	129	5.9	anahee	anaheim
production-1869-70	129	20.5	thesaid	the said
production-1869-70	129	27.0	bandred	hundred
production-1869-70	130	34.0	skorron	section
production-1869-70	132	4.11	soumy	solely
production-1869-70	133	7.0	tawve	NONE
production-1869-70	133	8.0	gautal	NONE
production-1869-70	133	38.0	ohed	NONE
production-1869-70	134	31.9	incorpe	incorporate
production-1869-70	135	14.0	jeges	judges
production-1869-70	135	25.0	controterto	controvert
production-1869-70	135	27.0	momyt	NONE
production-1869-70	135	31.9	stuying	staying
production-1869-70	136	4.11	attermy	attorney
production-1869-70	136	6.8	docroo	decree
production-1869-70	136	9.12	fnitare	failure
production-1869-70	136	28.12	teteline	timeline
production-1869-70	136	36.12	roatmaster	roadmaster
production-1869-70	137	50.0	commatn	NONE
production-1869-70	137	54.2	commoto	commute
production-1869-70	138	8.11	cnapmus	campus
production-1869-70	139	15.0	vertuln	overturn
production-1869-70	140	1.9	guyy	guy
production-1869-70	140	8.10	reorer	reorder
production-1869-70	140	13.0	ciiapter	chapter
production-1869-70	140	13.1	luxxvii	lxxxvii
production-1869-70	140	15.1	uguinst	against
production-1869-70	140	39.7	annalled	annulled
production-1869-70	140	40.10	funget	NONE
production-1869-70	140	48.5	offoct	effect
production-1869-70	141	23.0	verviees	services
production-1869-70	142	10.10	repenler	repealer
production-1869-70	142	29.11	refution	relation
production-1869-70	142	31.0	aiety	eighty
production-1869-70	142	37.10	toiwue	tongue
production-1869-70	143	14.10	ayyrogate	aggregate
production-1869-70	144	3.14	wayeart	warrant
production-1869-70	144	20.12	patnce	balance
production-1869-70	144	31.6	bandred	hundred
production-1869-70	144	44.12	llett	lett
production-1869-70	146	8.0	srorion	section
production-1869-70	146	29.10	thonce	thence
production-1869-70	147	1.1	tompking	tompkins
production-1869-70	147	4.2	parre	barre
production-1869-70	147	24.9	remising	demising
production-1869-70	148	11.4	bandred	hundred
production-1869-70	148	23.0	trict	district
production-1869-70	150	8.0	szorron	section
production-1869-70	150	8.5	morcod	merced
production-1869-70	150	15.12	dyomer	doomer
production-1869-70	150	24.10	curoll	enroll
production-1869-70	152	9.9	compenm	compensation
production-1869-70	153	25.0	compona	compone
production-1869-70	153	29.0	cilapter	chapter
production-1869-70	154	2.9	indebtod	indebted
production-1869-70	154	29.10	cmnty	county
production-1869-70	154	45.11	phselan	phelan
production-1869-70	156	13.5	stannuh	stannah
production-1869-70	156	20.0	seorion	section
production-1869-70	157	8.0	gmnted	granted
production-1869-70	158	16.10	zicetion	section
production-1869-70	158	30.11	stectings	elections
production-1869-70	159	1.2	iesand	demand
production-1869-70	161	20.0	fervay	survey
production-1869-70	163	2.8	mcgurory	mcgrory
production-1869-70	163	16.6	putrich	petrich
production-1869-70	165	14.0	controlerto	controvert
production-1869-70	165	39.11	vassare	vassar
production-1869-70	167	21.0	approprise	appropriate
production-1869-70	169	11.1	ienp	NONE
production-1869-70	169	12.0	tivner	tinner
production-1869-70	169	30.2	necuunting	recounting
production-1869-70	170	17.11	ppoine	NONE
production-1869-70	172	13.0	eatute	estate
production-1869-70	172	18.0	seetron	section
production-1869-70	172	26.10	govme	county
production-1869-70	173	31.0	revenne	revenue
production-1869-70	173	32.0	dutrie	duties
production-1869-70	174	21.6	oftive	office
production-1869-70	175	0.0	rreent	recent
production-1869-70	176	8.10	rleetion	election
production-1869-70	176	16.12	gatcr	vacated
production-1869-70	176	40.9	approprie	appropriate
production-1869-70	177	14.4	roacde	roads
production-1869-70	177	18.0	superviiers	supervisors
production-1869-70	177	19.1	hesue	he is
production-1869-70	177	34.1	ofiaue	of issue
production-1869-70	178	44.11	receivebid	received
production-1869-70	179	28.0	icasio	nicasio
production-1869-70	179	33.3	nbont	about
production-1869-70	179	46.0	thenco	thence
production-1869-70	179	46.1	northwosterly	northwesterly
production-1869-70	179	47.0	chilino	chileno
production-1869-70	179	53.8	novata	novato
production-1869-70	180	8.10	xngincer	engineer
production-1869-70	180	9.12	remrt	remit
production-1869-70	180	17.11	wnfirm	confirm
production-1869-70	180	36.11	mect	meet
production-1869-70	181	30.2	assoon	as soon
production-1869-70	182	13.9	nogiest	nosiest
production-1869-70	182	43.8	miltery	military
production-1869-70	182	45.0	cinline	inline
production-1869-70	183	3.0	tntont	intent
production-1869-70	183	37.0	awanl	award
production-1869-70	184	3.6	uecept	accept
production-1869-70	185	7.1	payclaim	proclaim
production-1869-70	185	13.8	uftor	after
production-1869-70	185	26.0	epaty	eighty
production-1869-70	186	37.11	amuavit	affidavit
production-1869-70	187	3.0	keewler	keeler
production-1869-70	187	18.0	inwlvency	insolvency
production-1869-70	187	24.0	withutrawal	withdrawal
production-1869-70	187	24.3	apocial	special
production-1869-70	187	44.0	bartaers	barters
production-1869-70	188	34.9	dissoln	dissolve
production-1869-70	188	42.12	mrmer	manner
production-1869-70	189	42.6	oversoo	oversee
production-1869-70	189	43.9	serapors	scrapers
production-1869-70	190	14.10	approprin	appropriate
production-1869-70	190	28.5	conpty	county
production-1869-70	190	31.9	erghtecn	eighteen
production-1869-70	190	31.10	handred	hundred
production-1869-70	191	37.0	whenant	whereas
production-1869-70	192	20.12	belnry	belfry
production-1869-70	192	26.11	ropea	repeal
production-1869-70	193	7.0	srorron	section
production-1869-70	193	11.0	prvite	private
production-1869-70	195	28.1	autheris	authorize
production-1869-70	195	36.5	ocquittances	acquittances
production-1869-70	197	1.0	amestor	amestoy
production-1869-70	197	53.0	contum	centum
production-1869-70	198	10.1	cigbt	eight
production-1869-70	198	32.11	shoris	shorts
production-1869-70	198	48.0	pedicr	peddler
production-1869-70	200	49.3	noder	under
production-1869-70	201	26.0	ollar	dollar
production-1869-70	203	31.0	foiture	forfeiture
production-1869-70	204	1.7	clorky	clerks
production-1869-70	204	20.11	froin	from
production-1869-70	205	45.0	fupervicor	supervisor
production-1869-70	206	4.10	couty	county
production-1869-70	206	37.13	xeerder	recorder
production-1869-70	207	49.0	vekept	except
production-1869-70	210	33.0	atrect	direct
production-1869-70	210	38.5	ilouses	houses
production-1869-70	211	14.0	nofees	no fees
production-1869-70	213	2.0	gouny	county
production-1869-70	217	46.6	babcas	habeas
production-1869-70	218	0.11	oterk	clerk
production-1869-70	218	30.2	cvory	every
production-1869-70	219	6.5	npou	upon
production-1869-70	219	15.0	cvart	NONE
production-1869-70	221	12.7	iiake	lake
production-1869-70	221	45.7	moncd	NONE
production-1869-70	225	26.0	teroy	monterey
production-1869-70	225	38.9	excco	execution
production-1869-70	226	46.5	habous	habeas
production-1869-70	228	36.9	bupervis	supervise
production-1869-70	231	15.7	bandred	hundred
production-1869-70	231	18.8	otticio	officio
production-1869-70	231	25.0	dollara	dollars
production-1869-70	232	8.8	asonor	assessor
production-1869-70	232	19.4	datics	duties
production-1869-70	233	1.5	borein	herein
production-1869-70	233	29.7	borein	herein
production-1869-70	234	31.11	ministruto	ministrator
production-1869-70	237	5.5	pkaok	peace
production-1869-70	238	42.2	wnuble	unable
production-1869-70	242	13.8	procdéded	proceeded
production-1869-70	242	21.9	seyof	self
production-1869-70	243	17.0	aceution	execution
production-1869-70	243	23.0	comtrued	construed
production-1869-70	245	2.12	nataro	nature
production-1869-70	245	48.0	sherit	sheriff
production-1869-70	248	33.1	onach	each
production-1869-70	249	17.0	seonwers	sewers
production-1869-70	249	24.2	cvory	every
production-1869-70	250	2.9	coant	count
production-1869-70	250	13.4	cigbt	eight
production-1869-70	250	20.10	shorift	sheriff
production-1869-70	252	28.2	milongo	mileage
production-1869-70	252	46.3	subpeens	subpoenas
production-1869-70	255	40.0	exccation	execution
production-1869-70	257	7.0	amewor	amador
production-1869-70	258	32.2	pluco	place
production-1869-70	260	46.7	cigbt	eight
production-1869-70	261	36.0	inewin	irwin
production-1869-70	262	29.9	monoss	moneys
production-1869-70	263	14.0	bchols	schools
production-1869-70	263	14.1	pensos	pesos
production-1869-70	263	41.9	componsa	compensation
production-1869-70	264	21.10	sherit	sheriff
production-1869-70	266	20.3	provihal	provided
production-1869-70	267	37.4	cvory	every
production-1869-70	268	0.2	cyery	every
production-1869-70	268	16.9	pitrict	district
production-1869-70	268	38.0	dollara	dollars
production-1869-70	269	25.0	ministratvr	ministrator
production-1869-70	269	29.0	courtcom	courtroom
production-1869-70	270	8.0	fossion	session
production-1869-70	270	35.7	catrays	cathays
production-1869-70	270	47.9	oonstank	constant
production-1869-70	274	11.3	lawany	NONE
production-1869-70	275	44.3	bovonty	seventy
production-1869-70	277	6.1	sollat	NONE
production-1869-70	277	31.1	certam	certain
production-1869-70	278	25.1	datics	duties
production-1869-70	278	27.9	tseue	issue
production-1869-70	279	52.0	ofbonds	bonds
production-1869-70	280	34.8	borein	herein
production-1869-70	281	8.0	geanty	county
production-1869-70	281	29.0	bupervieors	supervisors
production-1869-70	281	30.0	tolory	salary
production-1869-70	282	9.9	sonled	soiled
production-1869-70	282	40.0	averns	NONE
production-1869-70	284	38.0	szorion	section
production-1869-70	285	40.6	apocial	special
production-1869-70	288	23.12	piied	filed
production-1869-70	289	3.0	ciiapter	chapter
production-1869-70	290	6.0	vlna	NONE
production-1869-70	290	33.9	compena	compensation
production-1869-70	291	38.5	offoct	effect
production-1869-70	292	8.9	amuavit	affidavit
production-1869-70	292	35.0	secrson	searson
production-1869-70	293	1.0	wimuo	NONE
production-1869-70	293	20.11	thorcon	thereon
production-1869-70	293	42.0	compiction	completion
production-1869-70	293	42.7	wilbin	within
production-1869-70	295	30.0	munoco	NONE
production-1869-70	296	20.13	bonue	county
production-1869-70	296	24.9	mwwed	mewed
production-1869-70	296	49.11	gurpies	purposes
production-1869-70	297	35.6	thoxo	those
production-1869-70	298	29.14	ropualed	repealed
production-1869-70	299	21.10	whoin	whom
production-1869-70	300	9.10	misdon	mission
production-1869-70	300	32.7	docem	deem
production-1869-70	301	17.9	suaffi	sufficient
production-1869-70	301	28.0	rightem	rights
production-1869-70	301	29.0	untifact	until
production-1869-70	301	49.1	necept	accept
production-1869-70	302	37.10	appiicane	applicant
production-1869-70	303	47.0	ojlars	dollars
production-1869-70	304	7.0	dollara	dollars
production-1869-70	304	14.4	folluice	follows
production-1869-70	304	27.2	miuine	mining
production-1869-70	305	0.9	suuors	sailors
production-1869-70	305	30.0	smigee	smuggle
production-1869-70	306	19.9	dotet	hotel
production-1869-70	306	52.9	viemion	violation
production-1869-70	307	7.10	souman	seaman
production-1869-70	307	20.0	dererters	deserters
production-1869-70	307	47.0	recily	directly
production-1869-70	308	11.14	tenem	tenement
production-1869-70	308	20.8	provim	provisions
production-1869-70	308	25.0	inble	liable
production-1869-70	308	43.11	ourporate	corporate
production-1869-70	310	12.7	macalam	macadam
production-1869-70	311	14.0	cilapter	chapter
production-1869-70	311	21.1	srorion	section
production-1869-70	312	7.0	srerion	section
production-1869-70	312	41.4	filleen	fifteen
production-1869-70	314	6.2	lictters	letters
production-1869-70	314	7.0	dianship	guardianship
production-1869-70	314	37.3	reconler	recorder
production-1869-70	316	19.9	ingnest	inquest
production-1869-70	317	34.5	vilicio	ex officio
production-1869-70	318	0.0	mocline	NONE
production-1869-70	319	8.0	reawarer	NONE
production-1869-70	319	36.3	vuflice	office
production-1869-70	320	23.4	hftecn	fifteen
production-1869-70	321	21.2	ingnest	inquest
production-1869-70	322	15.2	subpeens	subpoenas
production-1869-70	323	24.0	tarors	jurors
production-1869-70	323	49.5	siskivou	siskiyou
production-1869-70	325	24.1	nneted	noted
production-1869-70	325	25.8	turty	forty
production-1869-70	326	29.10	governmer	government
production-1869-70	327	10.1	thogo	those
production-1869-70	327	22.8	inect	enact
production-1869-70	327	25.1	eynal	equal
production-1869-70	327	26.2	cloction	election
production-1869-70	328	47.3	varrent	current
production-1869-70	330	47.0	venionce	convenience
production-1869-70	331	0.0	renuwn	renown
production-1869-70	331	5.0	alrance	alliance
production-1869-70	331	17.4	proofded	provided
production-1869-70	331	35.0	fobe	above
production-1869-70	331	41.0	vpttion	petition
production-1869-70	331	42.0	ofwerk	of work
production-1869-70	332	29.9	facrane	for crane
production-1869-70	333	28.0	dearil	detail
production-1869-70	334	33.5	donnto	donate
production-1869-70	334	52.9	boroin	therein
production-1869-70	335	0.0	vewngor	vendor
production-1869-70	335	6.0	veition	petition
production-1869-70	335	12.5	oanse	cause
production-1869-70	335	53.0	inities	duties
production-1869-70	337	47.0	minutesof	minutes
production-1869-70	337	48.1	todvo	thereto
production-1869-70	337	51.0	powersand	powers
production-1869-70	339	12.9	dnrties	duties
production-1869-70	339	15.11	heroaf	hereafter
production-1869-70	339	45.9	eqnalization	equalization
production-1869-70	340	24.9	datics	duties
production-1869-70	340	32.10	ofom	of form
production-1869-70	341	32.0	lucumbents	incumbents
production-1869-70	341	41.10	sball	shall
production-1869-70	341	47.0	vrorent	present
production-1869-70	342	4.2	borein	herein
production-1869-70	343	2.10	cbnse	chase
production-1869-70	343	7.5	offoct	effect
production-1869-70	343	33.2	srorron	section
production-1869-70	345	38.0	anvunt	amount
production-1869-70	346	40.1	proefed	provided
production-1869-70	347	24.0	colluter	collector
production-1869-70	347	28.0	ponety	county
production-1869-70	348	30.10	suert	such
production-1869-70	348	43.9	poscn	poses
production-1869-70	349	23.0	trasorer	treasurer
production-1869-70	349	28.0	aseeswor	assessor
production-1869-70	349	41.0	yolge	eight
production-1869-70	350	20.9	mymt	next
production-1869-70	350	21.11	aimiuts	limits
production-1869-70	351	30.0	sewanty	seventy
production-1869-70	352	12.10	datics	duties
production-1869-70	352	13.10	sauriest	surveyor
production-1869-70	352	14.8	etnly	only
production-1869-70	352	35.11	iyners	owners
production-1869-70	354	2.9	cvorces	divorces
production-1869-70	354	9.10	pivorve	divorce
production-1869-70	354	11.2	impotonce	impotence
production-1869-70	354	12.11	vaning	existing
production-1869-70	354	18.12	adutrery	adultery
production-1869-70	354	25.9	kxtrem	extreme
production-1869-70	356	21.6	bandred	hundred
production-1869-70	356	29.2	acurned	accrued
production-1869-70	357	2.1	rererl	record
production-1869-70	357	11.0	htowting	hoisting
production-1869-70	357	43.5	daylor	taylor
production-1869-70	358	1.0	umoe	ume
production-1869-70	358	28.13	permnd	permit
production-1869-70	359	12.4	follra	follows
production-1869-70	360	32.11	redemptis	redemption
production-1869-70	361	6.0	romty	county
production-1869-70	361	32.0	wnler	under
production-1869-70	362	7.1	cncvi	cxcvi
production-1869-70	362	13.1	thesum	the sum
production-1869-70	362	38.0	thited	united
production-1869-70	363	37.9	compensu	compensation
production-1869-70	363	49.0	aurela	area
production-1869-70	364	6.5	clocted	elected
production-1869-70	364	9.3	clocted	elected
production-1869-70	364	42.5	gussion	session
production-1869-70	364	42.8	bocums	becomes
production-1869-70	365	21.11	radroud	railroad
production-1869-70	365	24.1	amendal	amended
production-1869-70	365	32.0	extental	extend
production-1869-70	365	44.0	atrect	street
production-1869-70	366	25.4	folloice	follows
production-1869-70	368	1.0	shoep	sheep
production-1869-70	368	4.12	unocen	unopen
production-1869-70	368	15.0	altios	allotees
production-1869-70	368	21.0	citapter	chapter
production-1869-70	369	28.0	cpproted	approved
production-1869-70	371	1.1	coviti	coviti
production-1869-70	372	20.6	putrich	patrick
production-1869-70	373	33.3	pasecd	passed
production-1869-70	375	22.0	premeers	premiers
production-1869-70	376	22.10	putics	duties
production-1869-70	376	34.12	nstert	insert
production-1869-70	377	20.5	anditer	auditor
production-1869-70	377	27.0	pplicatle	applicable
production-1869-70	378	23.1	cuxili	ccxlii
production-1869-70	378	29.10	ghert	agent
production-1869-70	379	1.0	cilapter	chapter
production-1869-70	379	14.0	mceda	merced
production-1869-70	379	25.1	guphers	gophers
production-1869-70	379	44.0	ulnine	unless
production-1869-70	379	51.0	anpon	upon
production-1869-70	380	9.9	poaco	peace
production-1869-70	380	30.1	coxvl	coxlv
production-1869-70	381	13.0	prorty	property
production-1869-70	382	37.11	relemptlon	redemption
production-1869-70	383	6.8	thercot	thereof
production-1869-70	383	14.1	tsaue	to sue
production-1869-70	384	15.13	parble	payable
production-1869-70	384	36.2	aicth	eighth
production-1869-70	385	26.8	sccuritios	securities
production-1869-70	385	42.7	cuuscd	caused
production-1869-70	386	21.0	gronter	greater
production-1869-70	386	22.0	secnritios	securities
production-1869-70	386	23.4	gronter	greater
production-1869-70	387	36.6	regniur	regular
production-1869-70	388	3.0	certale	certain
production-1869-70	388	7.10	appotut	appoint
production-1869-70	388	24.0	armuul	annual
production-1869-70	391	34.0	cuscr	NONE
production-1869-70	391	38.0	cnetedy	custody
production-1869-70	391	41.6	reparato	separate
production-1869-70	392	12.8	roard	board
production-1869-70	392	35.10	invexti	investigating
production-1869-70	394	11.3	offoct	effect
production-1869-70	394	15.0	progonting	presenting
production-1869-70	394	28.7	heroinbofore	hereinbefore
production-1869-70	395	14.0	proamblo	preamble
production-1869-70	395	16.0	ontai	entail
production-1869-70	395	24.1	szorron	section
production-1869-70	395	25.0	mamgration	immigration
production-1869-70	395	25.5	offoct	effect
production-1869-70	396	8.0	roventy	seventy
production-1869-70	397	22.2	arrcants	wards
production-1869-70	397	23.5	toenly	twenty
production-1869-70	398	11.0	cilapter	chapter
production-1869-70	398	32.10	nesorved	reserved
production-1869-70	399	0.1	bflicient	sufficient
production-1869-70	399	4.0	jevying	levying
production-1869-70	399	51.2	furas	far as
production-1869-70	400	22.2	ennet	enact
production-1869-70	400	24.5	aiund	a fund
production-1869-70	400	29.5	jovicd	levied
production-1869-70	400	37.9	notil	until
production-1869-70	400	40.10	appies	applies
production-1869-70	401	16.1	retorl	retool
production-1869-70	402	13.11	ninsing	provisions
production-1869-70	402	28.0	stxly	sixty
production-1869-70	402	35.0	radod	graded
production-1869-70	403	0.5	kooping	keeping
production-1869-70	403	4.0	truatecs	trustees
production-1869-70	403	10.0	compenm	compensation
production-1869-70	404	23.0	straed	stayed
production-1869-70	404	27.13	recetp	receipt
production-1869-70	405	15.0	tracurer	treasurer
production-1869-70	406	6.6	ninc	nine
production-1869-70	407	1.1	coxli	cxli
production-1869-70	407	17.4	solloice	follows
production-1869-70	407	18.1	srorion	section
production-1869-70	407	28.5	issacd	issued
production-1869-70	407	33.4	pituta	pilotage
production-1869-70	407	34.2	isluad	island
production-1869-70	407	38.2	srorron	section
production-1869-70	408	0.0	pelent	competent
production-1869-70	409	2.1	kleam	clean
production-1869-70	409	8.0	qnalifiea	qualified
production-1869-70	410	30.2	bureby	hereby
production-1869-70	410	39.13	pilutage	pilotage
production-1869-70	410	44.9	gonry	any
production-1869-70	410	53.11	cuaves	causes
production-1869-70	411	13.0	steth	such
production-1869-70	411	38.11	revoca	revocation
production-1869-70	412	29.4	charso	charge
production-1869-70	412	38.9	liavie	liable
production-1869-70	412	42.10	licenw	license
production-1869-70	412	54.5	jslund	island
production-1869-70	413	33.0	rayatle	payable
production-1869-70	414	29.10	erdate	order
production-1869-70	414	30.11	gneve	estate
production-1869-70	415	3.0	chapler	chapter
production-1869-70	417	4.10	jiands	hands
production-1869-70	418	23.8	convoyanee	conveyance
production-1869-70	419	20.9	eotireties	entireties
production-1869-70	419	42.0	munent	moment
production-1869-70	420	53.1	appraisoments	appraisements
production-1869-70	421	44.0	tremurer	treasurer
production-1869-70	424	12.6	moncys	moneys
production-1869-70	425	16.0	srorron	section
production-1869-70	426	14.10	vaiture	failure
production-1869-70	426	37.6	sutfor	suffer
production-1869-70	427	32.0	jnoperative	inoperative
production-1869-70	428	50.9	yupey	to pay
production-1869-70	428	51.13	reculved	received
production-1869-70	429	2.1	cclyi	cclvi
production-1869-70	431	11.0	cunvese	canvass
production-1869-70	431	45.0	weelvt	shall
production-1869-70	433	6.1	gunet	quarterly
production-1869-70	433	15.0	benomins	denominations
production-1869-70	433	16.7	bandred	hundred
production-1869-70	433	39.0	proceode	proceeds
production-1869-70	434	12.10	rotemption	redemption
production-1869-70	435	7.0	inened	entering
production-1869-70	435	22.0	denominn	denomination
production-1869-70	435	34.0	cuimante	claimants
production-1869-70	436	54.13	binkiec	sinking
production-1869-70	437	29.0	suprview	purview
production-1869-70	437	32.0	cinets	circuits
production-1869-70	438	3.4	cloction	election
production-1869-70	438	25.8	disere	discretion
production-1869-70	440	35.10	paymovt	payment
production-1869-70	441	1.11	depntion	deputies
production-1869-70	443	24.13	mqualiza	equalization
production-1869-70	443	26.0	fquilization	equalization
production-1869-70	444	2.11	clork	clerk
production-1869-70	444	25.11	furnor	juror
production-1869-70	445	3.6	bandred	hundred
production-1869-70	445	23.0	citapter	chapter
production-1869-70	446	0.1	cclaxy	ccxlv
production-1869-70	446	33.7	geologien	geological
production-1869-70	447	35.1	windinss	windings
production-1869-70	447	45.4	pedlor	pedlar
production-1869-70	450	23.4	doneand	done and
production-1869-70	450	34.0	szorion	section
production-1869-70	450	47.11	nagsare	passage
production-1869-70	451	23.0	fancation	education
production-1869-70	452	3.5	mombor	member
production-1869-70	453	41.0	aduutter	auditor
production-1869-70	453	47.0	propomx	responsibility
production-1869-70	453	54.9	adeo	adequate
production-1869-70	454	19.0	bsxo	below
production-1869-70	456	14.10	cortif	certify
production-1869-70	457	14.0	wraca	graded
production-1869-70	460	4.0	ciiapter	chapter
production-1869-70	461	0.1	ccachi	ccxci
production-1869-70	461	24.6	aptposes	purposes
production-1869-70	461	28.9	indescrip	indescription
production-1869-70	462	14.0	srorion	section
production-1869-70	463	0.0	cilapter	chapter
production-1869-70	463	0.1	ccxcy	ccxcv
production-1869-70	468	24.10	provieo	proviso
production-1869-70	469	9.0	trasteon	trustees
production-1869-70	469	26.3	harricot	harriet
production-1869-70	470	0.8	ddeing	deed
production-1869-70	470	27.10	melized	realized
production-1869-70	470	29.7	atrect	street
production-1869-70	471	28.0	cadora	calaveras
production-1869-70	472	18.0	szorion	section
production-1869-70	473	0.1	ccocai	cccxci
production-1869-70	473	26.8	guadlasca	guadalasca
production-1869-70	474	41.12	gocona	canvass
production-1869-70	475	34.0	coaaty	county
production-1869-70	477	4.7	segune	secure
production-1869-70	477	30.0	cieapter	chapter
production-1869-70	477	33.0	sifty	fifty
production-1869-70	477	33.1	cight	eight
production-1869-70	478	4.3	ubste	abate
production-1869-70	478	13.0	ulleys	alleys
production-1869-70	479	11.0	nveea	hereby
production-1869-70	481	0.0	jovy	levy
production-1869-70	481	23.13	spapor	paper
production-1869-70	481	46.0	sonl	seal
production-1869-70	481	46.1	nitixed	affixed
production-1869-70	482	4.10	dudleston	dudleston
production-1869-70	482	14.0	veods	proceeds
production-1869-70	482	24.0	cilapter	chapter
production-1869-70	483	4.2	novor	never
production-1869-70	485	17.2	oventy	seventy
production-1869-70	485	52.8	pagsice	passage
production-1869-70	486	9.9	settiemen	settlement
production-1869-70	486	11.0	eysin	paying
production-1869-70	486	14.0	whonever	whenever
production-1869-70	486	38.11	aniter	auditor
production-1869-70	487	38.11	suporintend	superintendent
production-1869-70	488	40.2	cnuct	enact
production-1869-70	489	14.0	bireet	hereby
production-1869-70	490	7.9	bvie	levee
production-1869-70	490	11.9	piarict	district
production-1869-70	490	19.9	carothors	carothers
production-1869-70	490	49.9	rxponse	expense
production-1869-70	490	50.12	secwinu	sewing
production-1869-70	491	5.5	unlawfally	unlawfully
production-1869-70	491	9.0	iewaie	levee
production-1869-70	491	15.0	ovnts	events
production-1869-70	491	28.0	ciiapter	chapter
production-1869-70	491	34.0	dopary	deputy
production-1869-70	492	13.10	unici	municipal
production-1869-70	493	18.0	veverty	seventy
production-1869-70	493	31.0	transerof	transfer
production-1869-70	494	25.9	renatty	penalty
production-1869-70	494	35.11	preentatio	presentation
production-1869-70	494	41.12	incainates	incorporates
production-1869-70	495	8.0	actcom	act
production-1869-70	495	33.0	compenm	compensation
production-1869-70	496	19.7	unbonided	unbonded
production-1869-70	497	16.0	stapeted	stated
production-1869-70	497	22.10	outstund	outstanding
production-1869-70	497	31.0	seoounts	accounts
production-1869-70	497	43.9	thercat	thereat
production-1869-70	498	32.0	plianco	compliance
production-1869-70	498	41.5	ieyal	legal
production-1869-70	498	42.11	derty	duly
production-1869-70	500	20.3	pupor	paper
production-1869-70	500	48.3	optering	entering
production-1869-70	501	6.0	gomuty	county
production-1869-70	502	25.10	ovanty	county
production-1869-70	502	27.6	hesball	shall
production-1869-70	505	23.0	benovalor	renovator
production-1869-70	506	20.8	muacad	macadam
production-1869-70	507	44.7	bisown	its own
production-1869-70	508	1.1	maleing	making
production-1869-70	509	1.2	mannoras	manners
production-1869-70	509	40.8	favic	prima facie
production-1869-70	511	4.0	prewable	preamble
production-1869-70	511	22.0	therctore	therefore
production-1869-70	511	36.0	neoner	owners
production-1869-70	512	18.10	gerviers	services
production-1869-70	513	6.0	agrooment	agreement
production-1869-70	513	17.0	lenyo	levy
production-1869-70	513	24.8	eryh	eighteen
production-1869-70	513	31.0	monere	moneys
production-1869-70	514	7.0	szorion	section
production-1869-70	514	15.0	erwige	are hereby
